"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"201808","2호선","문래","3","0","4527","2869","14351","11319","45382","32352","48254","111469","27884","57468","21465","23705","21907","21659","24324","22763","24550","23010","24178","22483","26226","21677","30255","25063","44814","30655","97542","50439","42144","44344","25824","24290","24287","22064","20277","20231","9006","13537","1452","4401","2","95","1","1","0","0","20180903"
"201808","2호선","방배","11","0","3678","3196","11193","14734","28793","29111","41148","83220","31076","52638","22304","32804","22999","24207","25314","26034","27118","28033","27929","26645","33026","25018","39548","27499","49907","34393","81844","45484","37095","37812","26245","24236","26320","22789","21418","25161","9326","13937","1942","4529","1","3","0","1","0","0","20180903"
"201808","2호선","봉천","84","2","17470","3192","30713","12032","82501","14650","118676","28129","71190","24559","39802","21827","34120","22838","36702","23608","37305","26337","30607","28109","31398","35014","34298","40861","37588","51512","39286","80241","25184","76078","19422","48697","17896","46709","12966","46384","6063","28127","1037","8620","2","235","0","0","0","0","20180903"
"201808","2호선","사당","79","1","15216","4292","29182","31369","68682","53648","92838","81566","67776","59579","45706","47128","44108","54014","51145","54726","56250","55821","58128","55127","57530","64025","60209","84049","71639","118030","93241","183553","67876","148435","65582","87263","74944","80693","74462","81700","45958","53102","8578","16557","4","1002","0","0","0","0","20180903"
"201808","2호선","삼성(무역센터)","217","4","5304","5491","9084","40702","20142","127371","27082","355927","28024","264166","28943","128360","42194","121724","55128","117986","76268","122207","94826","110206","121743","96402","145689","86530","205685","84347","358157","93652","221641","61395","153339","29633","137423","21584","101365","20288","28888","10316","3923","5890","3","2092","0","0","0","0","20180903"
"201808","2호선","상왕십리","19","0","6062","856","14201","5597","39680","12074","62871","39136","33110","22135","21749","15059","20575","12630","21602","14030","21427","16653","18795","15730","18914","18366","21179","21949","25296","28838","33216","48371","22044","38693","13973","25272","12042","23680","9548","24153","3900","15761","528","5433","0","6","3","1","0","0","20180903"
"201808","2호선","서울대입구(관악구청)","4771","23","31516","3062","49437","19493","142962","33400","205497","72740","132543","72239","76843","56274","70424","53914","74794","58675","82211","66659","71211","66492","74469","74486","84356","85480","94866","108493","110872","174906","72632","174870","59508","107921","57060","101159","52582","105614","28052","69071","4276","25118","3","5278","0","0","0","0","20180903"
"201808","2호선","서초","4","0","1376","5400","7479","20501","16418","54439","25028","137856","26612","96379","21146","44850","30058","36570","27744","28137","34560","31473","34805","30864","40087","24613","48349","26009","66168","27128","122420","33061","52222","24960","33190","13658","38950","11986","31094","12435","10706","6947","1373","1789","0","14","0","0","0","0","20180903"
"201808","2호선","선릉","70","2","6145","6568","13493","42307","24589","117617","36854","315701","36774","228517","39585","91133","53266","65107","59897","61065","70687","69637","75471","58879","94426","52679","132984","52707","171375","57792","326268","67564","167574","49392","102018","28512","105850","24256","87174","22918","33428","13755","5756","6273","1","144","0","0","0","0","20180903"
"201808","2호선","성수","32","0","6166","3727","11445","28731","26506","70544","33587","246525","26588","88061","22919","38267","23214","31228","25736","29664","29955","31356","33738","30653","35604","31615","43828","33053","72842","38199","184132","47895","85272","36815","44711","22053","41285","19308","30592","17678","13292","13106","1825","7705","9","1292","0","1","0","0","20180903"
"201808","2호선","시청","40","1","1243","1869","2403","17409","5621","72016","9605","232171","12990","85432","19008","30218","26276","27177","26210","26700","31559","30440","34995","26242","39792","24570","44234","21919","75874","23397","192118","25860","74436","15724","48416","9219","45524","8772","29671","8118","12658","5611","1760","1686","0","93","0","0","0","0","20180903"
"201808","2호선","신답","12","1","1125","136","2034","795","7039","1161","9269","1966","3678","1253","2416","1400","1986","1538","2137","1493","2021","1606","1750","1808","1774","2283","2058","3169","2305","3652","2212","8001","1468","7196","789","3463","557","3870","499","2896","227","2385","35","612","1","4","0","0","0","0","20180903"
"201808","2호선","신당","52","1","6783","1374","13085","10947","29144","18346","45262","41574","27398","25974","20689","20119","20667","19989","22512","20422","23890","22719","23321","22362","24127","23984","26658","27035","31743","33130","39656","46977","26278","36840","18486","23221","16074","21148","11911","21329","6688","13555","1115","4655","1","28","0","0","0","0","20180903"
"201808","2호선","신대방","209","1","28858","2763","39920","12195","100798","21355","142252","37717","90092","25567","50655","22446","40776","21240","40869","22993","39480","27033","33564","29716","32522","38968","35139","46328","39255","61938","49650","93949","31451","91266","22662","62999","17210","66495","13254","71981","6642","40936","1098","12566","1","123","0","2","0","0","20180903"
"201808","2호선","신도림","3228","13","41523","5927","57459","22539","151820","47919","158057","132960","100126","86413","69954","77866","69286","75802","78544","81607","83749","84647","82648","80943","89240","84858","98848","97144","117414","122084","168590","194949","104007","168917","88693","96276","88122","88338","70370","91046","30201","66027","3655","31471","8","3773","0","0","0","0","20180903"
"201808","2호선","신림","292","15","44351","5339","84424","24747","236496","38140","340668","68833","199665","59217","109011","52271","92933","60028","97689","63691","95190","72913","84735","79376","84597","93154","92037","114927","102952","150186","113882","259103","79718","270068","67275","168563","61445","160544","56613","162630","32994","107055","5696","34944","7","312","0","1","0","0","20180903"
"201808","2호선","신설동","27","2","1220","368","1446","2157","3013","5950","5225","15700","4632","11244","5592","8399","7249","8548","8263","8817","9039","9325","9119","7978","9913","7134","10558","6390","13288","7082","17537","6697","7647","5265","5287","3468","5389","3081","3051","3052","1081","2219","142","683","0","146","0","0","0","0","20180903"
"201808","2호선","신정네거리","23","1","9024","1576","14085","4149","42985","4959","40666","11766","23665","8732","15960","7419","14780","7952","15162","8962","13556","10812","11597","11672","11092","14165","12042","18069","13219","25027","13347","39745","8454","36410","6116","20743","5256","19300","4150","17996","1921","12417","293","3420","0","250","0","0","0","0","20180903"
"201808","2호선","신촌","105","7","11785","4204","17531","19018","42566","42651","58705","90123","44696","117785","45737","80144","54975","80148","70068","86321","78795","97990","77069","85805","86831","82893","98752","86908","120784","104183","128302","149847","96380","119534","99189","63861","104384","51508","111014","46505","59052","34609","9931","11707","4","66","0","0","0","0","20180903"
"201808","2호선","아현","25","0","4921","1102","11020","5753","27194","11453","38252","20587","24290","12877","17663","10528","16654","9699","17715","11471","16639","12673","14887","13193","16188","14776","20479","17363","20043","21983","21711","31395","13457","27840","9510","18855","7896","17635","5592","18123","2843","12840","415","3922","1","14","0","0","0","0","20180903"
"201808","2호선","양천구청","26","0","4726","1235","11422","2119","30662","5523","27891","10512","16733","6574","11115","5113","10067","5323","11500","6593","9841","7752","8112","7672","7462","8988","8589","11748","10036","14808","9354","25660","4839","25668","3084","15368","2696","13833","2701","13775","917","10738","152","3709","1","47","0","0","0","0","20180903"
"201808","2호선","역삼","28","2","4734","8469","9918","38202","17025","127747","28957","371182","26938","271153","27651","109316","38046","68241","45857","57693","54691","67435","59503","58492","77201","53234","92031","48794","160587","53643","320132","65209","153584","49123","90197","28227","94263","21757","62302","19885","27142","12914","4707","4231","2","50","0","0","0","0","20180903"
"201808","2호선","영등포구청","38","1","6882","2709","14862","13033","44311","37556","49253","115822","32526","53317","24753","27244","25442","24262","27098","25331","28581","26704","27695","25382","28961","25518","34535","28418","47497","34984","105251","56024","42020","44771","30232","26081","27625","24087","22827","23088","9461","15626","1592","5814","5","137","0","0","0","0","20180903"
"201808","2호선","왕십리(성동구청)","715","1","8042","1170","12336","6629","31721","13736","53132","31592","33119","23274","22400","16697","23863","18139","26382","20245","28023","22207","27685","22040","30000","23500","34006","26709","41575","36142","47337","62698","31154","47046","28719","28470","31186","24597","29848","25228","19501","17629","3288","7648","1","37","0","0","0","0","20180903"
"201808","2호선","용답","16","0","2695","267","3691","1187","8882","1491","14264","2670","6818","1818","4354","1994","3887","2265","4145","2438","4014","2837","3519","2991","3310","3893","4078","5618","3927","6345","3672","10234","2605","8443","1830","5257","1301","6253","990","5924","521","3774","95","1213","0","7","0","0","0","0","20180903"
"201808","2호선","용두(동대문구청)","8","0","1094","171","1622","1153","5132","2892","7506","6471","4218","3483","3833","3514","4025","3772","4358","3729","4416","4112","4454","4038","4505","4295","4894","4588","5406","5213","6811","7517","3542","6207","2463","3551","1816","3318","1410","2777","559","2063","119","507","0","7","0","1","0","0","20180903"
"201808","2호선","을지로3가","6","0","1075","1829","2779","17877","5315","71507","11099","165538","15508","81884","20292","35999","24330","30570","24026","25982","27195","28387","29810","25358","34799","23841","39525","24516","68392","25514","149777","29497","69532","19650","44748","11468","42037","10295","31669","9891","16523","6545","3035","1924","2","56","0","0","0","0","20180903"
"201808","2호선","을지로4가","6","0","987","1115","1815","14315","3388","24387","6985","74150","11240","41773","14583","24577","16273","23610","19017","21939","19899","19783","21696","18476","24363","18211","28742","16105","43430","15383","69557","13714","39973","9839","18976","6498","13647","6362","8852","6395","4162","4596","906","1264","1","25","0","0","0","0","20180903"
"201808","2호선","을지로입구","94","0","3271","3176","3603","31848","8764","137312","16343","334627","23747","161871","32381","89849","42284","97331","49439","74881","62676","78042","71517","68207","85271","66620","100579","63815","140080","67701","310956","77018","162106","50996","146025","28641","120917","23343","83905","19787","40531","11900","4731","4438","4","1093","0","0","0","0","20180903"
"201808","2호선","이대","24","2","3452","1647","7022","9861","18367","14776","26313","37708","19393","45534","16221","37734","21081","35390","31338","37525","33914","39993","31570","35434","35789","34061","45974","34131","55133","34868","51441","42343","36091","34416","28622","20301","29022","18403","22612","18294","7939","13911","960","4729","0","28","0","0","0","0","20180903"
"201808","2호선","잠실(송파구청)","72","3","14256","6003","55723","40553","142736","95357","204109","194323","143171","190985","97711","138482","101871","150502","113749","146117","127936","152360","134679","149101","157438","152115","186942","160072","235985","185891","298528","266961","209242","207570","203285","119571","177573","111523","139158","110749","46984","66360","5721","15552","2","75","1","0","0","0","20180903"
"201808","2호선","잠실나루","21","0","3439","1873","14692","10952","49773","23261","61598","42419","36270","30320","27306","22162","27922","19874","26789","23658","25298","23446","26077","22190","28031","22074","30329","22791","35322","29362","38653","48086","22258","42389","17068","25686","12888","24133","8152","24321","3696","15084","589","4731","0","29","0","0","0","0","20180903"
"201808","2호선","잠실새내","23","1","6553","1005","20924","10621","66096","18954","90409","32595","55450","36902","36838","28635","36792","29973","40224","34427","40065","38694","35901","42115","38964","45448","44574","52874","48881","67524","53986","104072","40221","87221","34553","51959","35193","43900","36303","43037","22133","23895","3660","7594","0","103","0","0","0","0","20180903"
"201808","2호선","종합운동장","23","2","3082","1539","9159","15520","23595","19977","32417","34620","23935","26640","18487","22152","19572","21649","20237","23908","22301","26819","23565","32123","24425","43020","27539","62358","29495","81146","30768","69585","25459","38902","19254","21995","71437","21115","88821","21549","21889","11888","642","3676","1","156","0","0","0","0","20180903"
"201808","2호선","충정로(경기대입구)","32","0","4071","1013","8055","7479","18974","21758","26921","74909","16880","38808","13573","14744","14900","12149","14833","12047","15192","13782","15143","12330","15794","12967","19551","14397","25117","17664","63770","25700","22350","20282","13878","13911","12039","13495","9323","12996","4276","8949","720","3087","0","34","0","0","0","0","20180903"
"201808","2호선","한양대","7","1","1508","457","3111","6103","6410","14102","9689","36794","7631","35869","6426","20247","8388","14673","11247","14563","11828","16430","12130","13504","13788","11395","21604","10860","31936","11481","30283","13896","15552","10005","12265","6964","12002","6312","9586","6536","5622","4495","1122","1578","4","6","1","0","0","0","20180903"
"201808","2호선","합정","65","2","10059","3820","19587","21293","48234","38165","58995","101990","39334","76251","29520","48335","32104","45508","36198","51106","40722","57650","40054","53530","45474","52651","52181","62021","70172","76096","119034","115216","76776","96826","61913","51196","71793","40224","72338","34870","40785","25201","6848","9003","2","251","0","0","0","0","20180903"
"201808","2호선","홍대입구","1289","19","41913","4864","40498","19339","75552","39764","93388","117591","71793","129023","65508","108551","74086","125933","86327","158168","98978","179122","106602","173649","126192","176746","150604","187749","180090","216783","222091","279283","181550","238782","179639","139020","220182","111029","243167","91318","137661","68435","18240","25869","2","2715","0","0","0","0","20180903"
"201807","2호선","강남","214","4","17354","12775","25919","68070","50317","201004","82450","398090","71101","416670","72340","200063","97316","170361","129563","173677","169248","211651","166734","170599","197638","167200","222476","168308","287809","205650","445214","295872","298321","222398","241879","102038","298904","79237","326416","69430","144290","40671","25635","12037","16","70","0","0","0","0","20180803"
"201807","2호선","강변(동서울터미널)","58","0","10759","4659","35600","34877","109592","41024","151324","64510","113103","59078","89917","55804","84000","55172","80619","62524","76290","70132","71488","76074","70723","87438","75540","94844","84069","108410","96273","157951","78095","131705","62158","88774","54269","80729","42018","77958","17380","41358","2516","9969","7","156","0","0","0","0","20180803"
"201807","2호선","건대입구","347","13","21617","2109","28479","17687","66881","30656","114673","70667","72684","58730","43123","52131","43112","56757","49695","70158","55950","78650","56066","76014","61430","79632","72542","92877","85311","122644","103932","194187","84487","164488","85770","91376","100738","79862","104783","75456","65056","45901","11037","15671","9","1499","0","0","0","0","20180803"
"201807","2호선","교대(법원.검찰청)","15","0","3213","7607","15131","30438","30139","73967","46404","176575","36276","165416","34402","79520","42179","69507","46421","65239","56437","71397","62066","64188","68442","59171","72190","58507","98353","68992","175864","95872","91295","66338","67181","36251","78343","32247","78441","32096","28864","17319","5661","5323","3","13","0","0","0","0","20180803"
"201807","2호선","구로디지털단지","216","3","46858","6881","61028","23925","160667","80929","207765","296605","129743","170379","78123","67663","69275","57236","75518","56691","77734","70313","69459","73591","71125","74873","87606","85877","125252","116805","265397","175576","148241","168306","91381","104252","79303","106023","61110","114793","30479","68213","4631","20117","6","243","1","0","0","0","20180803"
"201807","2호선","구의(광진구청)","49","1","15123","1429","29237","12095","77970","16828","123872","43142","69565","27532","37326","21839","31384","21148","32884","23445","33428","26540","29327","28041","28653","34391","32558","39967","37987","53697","48964","88823","27982","77938","21716","51276","20524","49237","16955","49960","10329","29085","1639","9654","1","195","0","0","0","0","20180803"
"201807","2호선","낙성대","86","3","13667","2491","30952","12701","99046","23617","148416","53276","91540","39393","47878","30685","41298","27119","44240","30029","44863","33319","38278","33605","41312","38230","43201","44488","52622","58770","66817","99111","39905","104555","28464","66586","26271","66408","21393","69734","11988","46711","2140","14394","2","151","0","0","0","0","20180803"
"201807","2호선","당산","24","2","8618","5160","21850","16262","59087","35203","71841","92281","45425","42545","30351","22045","28347","22046","28087","24950","28140","27028","24595","25528","25488","27870","29191","33852","44934","44984","72432","76991","38364","65752","28978","41120","26813","41943","22525","41136","11781","25831","1963","7454","6","280","0","0","0","0","20180803"
"201807","2호선","대림(구로구청)","584","22","43223","4499","38126","14902","82562","27121","113142","72265","79163","45676","46846","39145","39306","39463","40687","37626","41517","39049","37446","38701","37872","45818","42308","51265","51276","73653","74929","88723","43536","76189","31909","53100","25629","64820","18952","69441","9654","34392","1411","9504","5","232","0","0","0","0","20180803"
"201807","2호선","도림천","1","0","411","346","1465","1006","3633","4800","3267","6257","2472","2257","2192","1620","1618","1406","2143","1911","1732","1386","1836","1635","2219","1437","2417","1857","2680","2168","3991","2965","2212","2850","1182","1814","1081","1678","497","1292","274","1013","59","437","0","10","0","0","0","0","20180803"
"201807","2호선","동대문역사문화공원","276","4","12047","1304","7041","10352","9754","29601","15192","71047","16735","45321","19961","41603","23798","35695","29154","36232","31609","41687","33626","38232","40965","34222","47368","32478","57171","35900","67598","41863","47778","51024","37684","36056","35904","28627","33652","22421","22211","14812","3501","5015","1","78","0","0","0","0","20180803"
"201807","2호선","뚝섬","27","1","4665","2035","10351","15666","26355","29585","35985","123423","22163","60767","17009","25229","17167","20859","18847","20090","21987","22205","22179","20872","24759","21961","28731","23903","41735","29014","101564","41024","49501","32932","28600","19543","25494","17664","18412","17491","8098","11361","1393","4197","2","58","1","0","0","0","20180803"
"201807","2호선","문래","8","0","4369","2931","15127","11688","49101","33955","51411","120035","29540","60066","21657","24662","22198","21959","24637","23375","25948","24169","25088","23084","26935","22864","30313","25673","45296","31215","101141","51484","44885","46035","27111","25932","26227","23220","22166","21986","9557","14569","1530","4794","7","140","0","0","0","0","20180803"
"201807","2호선","방배","20","1","3672","3541","12220","15072","30525","29679","44234","80804","33146","49720","23227","26795","23506","22505","25879","23124","27602","25903","26636","25430","29576","25058","33700","27177","44205","33434","79974","45586","35510","39182","25136","25680","26436","24323","21457","27350","9576","15238","1933","4782","2","25","0","0","0","0","20180803"
"201807","2호선","봉천","62","0","18558","3315","31843","13018","87529","15728","124089","29897","73095","25938","40258","23012","34919","23795","37335","25092","38031","27674","31726","28398","31909","35561","34825","41561","38841","53060","40492","79209","26003","79644","20322","49407","18955","48955","13985","49111","6197","29150","1085","9245","6","291","1","1","0","0","20180803"
"201807","2호선","사당","105","3","15580","4464","28540","33608","75095","55584","104610","84663","74391","60107","49313","48684","46422","58795","53887","57438","59680","60946","61455","58615","61507","66785","63547","87064","76073","122224","100944","191813","76310","158463","70479","90848","80750","84472","82502","88294","47531","56590","8637","17615","22","1071","0","0","0","0","20180803"
"201807","2호선","삼성(무역센터)","211","0","5620","5787","9410","42808","21403","133546","29308","381724","29281","281679","30141","144174","44096","130347","60401","127149","84041","134094","104811","122644","134318","105465","159112","91888","219824","87644","379359","99791","235029","65523","163935","31230","150098","23031","109606","20998","30626","11206","4323","5781","3","2109","0","0","0","0","20180803"
"201807","2호선","상왕십리","31","3","6546","800","14515","5663","42839","12775","67557","43236","34365","23112","22218","15005","21213","13200","22153","15882","21923","17045","18881","17111","19608","19292","21339","22264","25933","29167","35101","47761","22487","40088","14520","25935","12629","24275","9986","25533","4037","16667","557","5680","1","11","1","2","0","0","20180803"
"201807","2호선","서울대입구(관악구청)","4994","10","33305","3231","52184","20447","151086","36288","213509","82927","135943","75575","78005","59843","71633","57759","76736","60230","85689","69325","74510","68850","77721","75227","87293","87007","99689","111242","118627","175695","75417","182641","62092","111053","61912","107647","57234","111176","29719","73127","4888","26302","2","4696","0","0","0","0","20180803"
"201807","2호선","서초","4","1","1493","5564","7801","21906","16897","58207","26917","146998","29503","101036","23028","45969","32541","38923","29255","30076","36986","33390","36616","32756","44061","26633","48862","27201","67313","28034","127294","33940","56460","25936","35547","13967","40654","12918","32054","13138","11326","7310","1535","2001","2","2","0","0","0","0","20180803"
"201807","2호선","선릉","104","3","6473","6714","13690","45415","26477","125078","39911","335004","39203","239268","42356","95957","55615","66793","63274","61285","76666","71934","78245","61491","99735","56054","143018","54843","174747","60391","336637","71649","174603","51708","106656","30611","115788","26186","93344","24796","35993","14980","6000","6642","5","128","0","0","0","0","20180803"
"201807","2호선","성수","23","5","6502","4107","12062","30491","28640","73031","36038","265450","28125","91070","24658","40720","24064","33317","26934","31248","32634","34381","36307","33423","39112","34396","45893","35305","76340","40269","192584","49014","92265","39011","47751","22778","44387","20307","31962","18682","14409","13277","1832","7589","9","1307","0","0","0","0","20180803"
"201807","2호선","시청","36","0","1238","2068","2452","18500","6108","75925","9378","245857","12618","88938","18392","30516","26772","28781","26762","28413","31878","32072","35583","28775","41723","25637","45373","23426","76620","24528","196584","26898","78762","16186","50793","8988","48324","8260","33090","7780","13346","5313","2024","1606","3","85","1","1","0","0","20180803"
"201807","2호선","신답","4","1","1132","180","2021","870","6874","1203","9478","2259","3712","1356","2430","1397","2062","1417","2061","1599","2117","1676","1766","1923","1713","2461","2142","3186","2468","3416","2323","7642","1494","7147","801","3454","587","3768","593","3110","233","2396","34","580","0","2","0","0","0","0","20180803"
"201807","2호선","신당","57","1","7814","1632","13558","11952","31322","19377","47950","45120","28424","28106","21432","21082","21539","21044","22800","20986","24653","22672","23789","22709","24707","24884","28072","27534","33420","33787","41575","47117","27910","37881","19974","24027","17782","22003","12903","22477","6677","14629","1141","4883","5","32","0","0","0","0","20180803"
"201807","2호선","신대방","191","3","31413","2729","42276","13309","106345","22049","148588","40122","93094","27303","51438","23278","41035","23198","41167","24605","39991","28528","34545","31487","32936","40574","37216","47307","40732","63626","52562","94558","32316","95648","24154","64579","19071","67593","14013","76303","6909","43067","1213","12798","1","119","0","2","0","0","20180803"
"201807","2호선","신도림","3308","18","45003","6344","61088","23222","161188","50116","165494","137488","103595","88893","70351","78994","70700","76905","79701","83667","86970","89266","84598","80370","89939","87243","101579","100368","118791","127391","169397","204287","107975","179870","91606","100405","96937","93335","82246","97220","32392","69647","4302","32143","11","3707","0","0","0","0","20180803"
"201807","2호선","신림","317","10","47687","6007","89028","25766","248047","40871","355224","73908","206678","60555","109772","54261","94217","60369","98664","66051","98004","75400","85617","81535","85310","95266","93305","116120","105682","154373","116044","261995","82709","281124","69672","174541","65593","165450","61187","170172","35333","113464","6072","37021","8","442","0","0","0","0","20180803"
"201807","2호선","신설동","30","1","1186","386","1613","2185","3351","6498","6373","17994","4784","12546","5609","8850","6983","8637","8337","8482","9171","9345","9419","7992","10180","7077","10221","6522","13583","7423","18269","6907","8044","5386","5320","3415","5658","3160","3086","3083","1118","2372","157","748","1","132","0","0","0","0","20180803"
"201807","2호선","신정네거리","63","0","9497","2054","15373","4734","46276","5368","43934","11934","25187","9204","16070","7792","14681","8323","14704","9720","13856","11422","11942","12006","11676","14743","12873","18753","14573","25695","13781","40835","9064","38568","6643","22164","5595","20384","4586","19247","2178","13324","337","3812","1","218","0","0","0","0","20180803"
"201807","2호선","신촌","155","11","12631","4782","18304","20853","43743","46326","61359","103891","44659","128177","44912","86078","56374","82270","72894","91147","83572","106247","81057","91743","92075","87401","105853","90349","130108","106925","134253","153224","101483","124898","103346","65612","115270","53975","122488","48967","62677","35314","10038","11700","9","160","0","0","0","0","20180803"
"201807","2호선","아현","33","3","5281","1311","11486","6017","29544","13578","40558","24024","24929","14041","18194","10962","17333","10358","18382","12180","18521","13656","15473","13675","17189","15497","20836","17599","20555","22197","23161","32320","14397","28936","10474","19555","8411","18875","5860","19085","3037","13207","468","4077","1","65","1","1","0","0","20180803"
"201807","2호선","양천구청","22","0","5221","1226","12361","2356","33674","6355","29544","10989","17690","6864","11764","5516","10935","5745","10799","7203","10359","8219","9702","8480","7999","9814","9109","12233","10145","15703","10258","26050","5241","26793","3247","16323","2779","14729","2660","14961","931","11724","186","3829","0","75","0","0","0","0","20180803"
"201807","2호선","역삼","41","1","4528","8591","10372","40513","18205","132522","30177","396919","28430","285342","28881","113786","39038","70870","47623","59845","57504","71881","63104","60829","82638","56196","96671","50403","163911","56571","328154","69681","161901","52561","95312","29953","101741","23148","69668","20525","30127","13269","5211","4547","1","44","0","0","0","0","20180803"
"201807","2호선","영등포구청","44","0","7345","3020","15542","13764","46864","39210","50907","122005","33544","56134","25853","28374","26132","25859","27707","25598","29420","27914","28665","26609","30040","26628","35296","29095","47777","35380","108373","56452","44319","46524","31531","26854","29334","24955","24881","24480","10430","16612","1710","6174","3","241","1","0","0","0","20180803"
"201807","2호선","왕십리(성동구청)","811","4","8395","1236","12886","7295","33547","15012","55257","32545","35530","23694","24647","17352","23664","18343","28650","20397","28415","22376","27332","22192","29981","23553","34741","27401","42375","36955","49172","62293","33028","49628","29618","28574","33785","25426","31733","26381","20541","18181","3381","7848","1","54","0","1","0","0","20180803"
"201807","2호선","용답","20","0","2711","281","3878","1199","9267","1826","14712","3432","7038","2002","4608","2180","3975","2451","4212","2726","4336","2872","3558","3026","3329","4081","4495","5444","4467","6215","4147","10435","3142","8978","2076","5548","1491","6848","1156","6579","523","4276","68","1207","0","6","0","0","0","0","20180803"
"201807","2호선","용두(동대문구청)","5","0","1152","173","1703","1112","5749","2818","8123","6687","4198","3690","3675","3505","4044","3746","4121","3519","4394","4064","4312","4062","4643","4440","5039","4831","5446","5024","6637","7412","3543","6277","2377","3628","1850","3611","1410","2907","526","2084","94","620","0","23","0","0","0","0","20180803"
"201807","2호선","을지로3가","10","0","1154","2029","2826","18927","5278","72641","11711","174075","15260","84427","20007","38771","23944","31982","25181","26809","28628","29073","31432","25658","35889","23691","40128","23712","68060","26107","150546","30688","70702","20199","45899","10982","45403","10006","34662","9018","17672","6276","3121","1737","4","79","0","0","0","0","20180803"
"201807","2호선","을지로4가","3","0","1037","1262","1809","15258","3508","26080","6995","79463","10832","44296","13318","25817","15999","25178","18969","22171","20671","20493","22219","18697","24913","17986","29049","16237","43783","15187","73634","14024","42727","9470","19480","5881","14716","5638","9933","5598","4603","3867","1005","1032","3","28","0","0","0","0","20180803"
"201807","2호선","을지로입구","88","1","3609","3201","3864","35141","8803","141065","16070","352094","21917","165261","29611","90984","40518","97947","47809","74103","62925","75753","71814","67448","85210","64471","99960","62006","140329","66875","312756","75637","164965","50161","147914","27325","124881","22156","87631","18759","41734","11305","5069","3802","5","1079","0","0","0","0","20180803"
"201807","2호선","이대","22","1","3656","1934","7469","11752","20190","20051","28422","51116","20274","48847","16633","37665","22944","35794","34128","42546","36847","39949","33118","34076","39007","33762","48349","33201","57782","35281","52344","42363","37062","35469","30251","21383","31422","19113","24504","19476","8365","14849","1053","4850","0","118","0","0","0","0","20180803"
"201807","2호선","잠실(송파구청)","84","6","15169","6168","59370","41398","149563","98751","214994","198916","147935","187437","99902","133745","100916","145260","112521","144098","127667","149018","133863","143919","155182","150408","179105","160992","232321","184807","297202","275246","208882","211777","200702","123959","175684","117332","143318","118485","46195","67814","5667","17659","4","268","2","0","0","0","20180803"
"201807","2호선","잠실나루","19","0","3656","1857","16069","11367","54021","25521","66409","46935","38221","32096","28842","23351","28727","20688","29195","24418","26092","25866","26223","23970","28557","23566","31301","24044","37591","30527","40949","49522","23599","43482","18391","27054","13796","25993","9006","26351","3956","15854","653","5261","3","66","0","0","0","0","20180803"
"201807","2호선","잠실새내","25","2","7169","981","21999","11245","70700","20416","98844","35192","58088","37743","38402","29601","37920","30601","41261","36669","40443","40436","36582","43420","39022","47449","44606","55329","50437","70469","56739","107842","41916","91069","35983","53615","38097","47502","39116","45489","24865","24891","4236","7949","3","188","0","0","0","0","20180803"
"201807","2호선","종합운동장","18","1","3194","1510","9536","14826","24983","23799","33924","41047","24388","23149","17319","16029","18392","14391","18602","16505","18617","19607","16752","23335","20878","29403","25782","42454","32701","86991","29947","89228","19626","44864","25330","21287","86764","19705","63521","21105","14950","12425","629","3574","3","162","1","1","0","0","20180803"
"201807","2호선","충정로(경기대입구)","36","0","4424","1158","8503","7989","19900","23201","28262","77491","17675","40640","13898","14457","15107","12338","15330","11483","15489","14210","14937","12860","16019","13585","19459","14879","25115","17828","65080","26750","23787","20724","13828","14011","13066","14153","10118","13832","4440","9386","718","3078","0","67","0","0","0","0","20180803"
"201807","2호선","한양대","2","0","1645","512","3258","6543","6866","15487","10231","51783","8187","48383","7433","20808","10414","15467","14358","20593","13811","17760","13691","13834","19532","12359","28178","11080","36085","11683","34974","14255","19357","10543","13027","7108","12794","6884","10495","7241","6053","4859","1221","1794","1","13","1","0","0","0","20180803"
"201807","2호선","합정","78","2","10837","4108","20572","23108","51839","40169","62569","106669","40667","80734","31311","49434","32369","45740","37022","50208","41993","58178","41226","53642","46005","53686","53235","62578","72485","76837","120644","117751","80121","100790","61959","53636","74842","41883","77214","37620","42919","26067","6999","9589","6","375","0","0","0","0","20180803"
